"Sl. No.","Date","Invoice No.","Model","Part No.","Part Description","Remarks (Nature)","SN","Spare","Qty","Replacement Status","Rep Serial No","Addl Remarks"
"531","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"532","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"533","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"534","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"535","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"536","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"537","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"538","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"539","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"540","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"541","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"542","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"543","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"544","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"545","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"546","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"547","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"548","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"549","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"550","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"551","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"552","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"553","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"554","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"555","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"556","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"557","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"558","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"559","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"560","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"561","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"562","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"563","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"564","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"565","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"566","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"567","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"568","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"569","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"570","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"571","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"572","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"573","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"574","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"575","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"576","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"577","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"578","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"579","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"580","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"581","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"582","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"583","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"584","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"585","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"586","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"587","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"588","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"589","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"590","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"591","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"592","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"593","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"594","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"595","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"596","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"597","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"598","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"599","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"600","28 Jul 2026","gfyhg","TS-III Analog Upgradable","175.000100A","Acrylic sheet","","","","1","Replacement Pending from BLT","",""
"601","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"602","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"603","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"604","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"605","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"606","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"607","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"608","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"609","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"610","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"611","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"612","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"613","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"614","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"615","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"616","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"617","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"618","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"619","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"620","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"621","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"622","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"623","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"624","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"625","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"626","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"627","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"628","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"629","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"630","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"631","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"632","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"633","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"634","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"635","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"636","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"637","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"638","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"639","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"640","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"641","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"642","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"643","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"644","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"645","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"646","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"647","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"648","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"649","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"650","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"651","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
"652","28 Jul 2026","gfyhg","TS-III Analog Upgradable","4151","Screw & Foot pad","","","","1","Replacement Pending from BLT","",""
